config_id,lambda_pde,lambda_divergence,lambda_boundary,lambda_pressure_anchor,score,final_total_loss,final_loss_pde,final_loss_divergence,final_loss_boundary,final_loss_pressure_anchor
0,1.0,1.0,1.0,0.1,30.94742774963379,30.94742774963379,30.628854751586914,0.2750186324119568,0.041526589542627335,0.02027244120836258
1,5.0,1.0,1.0,0.1,1067.1329345703125,1067.1329345703125,213.37890625,0.18696534633636475,0.04665052145719528,0.048119351267814636
2,10.0,1.0,1.0,0.1,4902.166015625,4902.166015625,490.1651306152344,0.3580308258533478,0.15581294894218445,0.0076593360863626
3,1.0,10.0,1.0,0.1,79.84481048583984,79.84481048583984,78.0583267211914,0.17347073554992676,0.05133797228336334,0.004333609249442816
4,5.0,10.0,1.0,0.1,239.32159423828125,239.32159423828125,47.48249816894531,0.18697424232959747,0.035295139998197556,0.04069336876273155
